player_id,player_display_name,position,position_group,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,target_share,air_yards_share,wopr,pacr,racr
00-0033077,Dak Prescott,QB,QB,2022,13,REG,2022_13_IND_DAL,DAL,IND,20,30,170,3,1,207,120,11,3.40314791351557,-4.52792823314667,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0.821256038647343,
00-0033090,Hunter Henry,TE,TE,2022,13,REG,2022_13_BUF_NE,NE,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,13,0,31,6,0,-1.78886024092208,0.147058823529412,0.13716814159292,0.316605934409162,,0.419354838709677
00-0033106,Jared Goff,QB,QB,2022,13,REG,2022_13_JAX_DET,DET,JAX,31,41,340,2,0,246,159,21,21.616481448158,4.64547276496887,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1.38211382113821,
00-0033110,Tyler Higbee,TE,TE,2022,13,REG,2022_13_SEA_LA,LA,SEA,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,14,0,18,7,0,-1.15714422581368,0.2,0.0700389105058366,0.349027237354086,,0.777777777777778
00-0033118,Kenyan Drake,RB,RB,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,0,0,0,0,0,0,0,0,,,7,29,0,1,-1.84147114807274,2,3,17,0,29,17,1,-2.29748794581974,0.0833333333333333,0.125541125541126,0.212878787878788,,0.586206896551724
00-0033217,Mo Alie-Cox,TE,TE,2022,13,REG,2022_13_IND_DAL,IND,DAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,6,0,-3,9,0,-8.17139765946195,0.0285714285714286,-0.0137614678899083,0.0332241153342071,,0
00-0033246,Johnny Mundt,TE,TE,2022,13,REG,2022_13_NYJ_MIN,MIN,NYJ,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,12,0,0,12,1,0.673472249181941,0.0303030303030303,0,0.0454545454545455,,0
00-0033251,Zach Pascal,WR,WR,2022,13,REG,2022_13_TEN_PHI,PHI,TEN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,16,0,29,0,1,0.722760335542262,0.0789473684210526,0.0736040609137056,0.169943895271173,,0.551724137931035
00-0033280,Christian McCaffrey,RB,RB,2022,13,REG,2022_13_MIA_SF,SF,MIA,0,0,0,0,0,0,0,0,,,17,66,0,2,-3.77881581569597,8,10,80,1,35,54,5,6.09163964587755,0.25,0.14344262295082,0.475409836065574,,2.28571428571429
00-0033282,Curtis Samuel,WR,WR,2022,13,REG,2022_13_WAS_NYG,WAS,NYG,0,0,0,0,0,0,0,0,,,3,23,0,1,0.33446858508978,6,7,63,0,56,26,2,1.44057364744367,0.175,0.175548589341693,0.385384012539185,,1.125
00-0033288,George Kittle,TE,TE,2022,13,REG,2022_13_MIA_SF,SF,MIA,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,22,0,19,9,2,1.53512918320484,0.075,0.0778688524590164,0.167008196721311,,1.15789473684211
00-0033292,Trent Taylor,WR,WR,2022,13,REG,2022_13_KC_CIN,CIN,KC,0,0,0,0,0,0,0,0,,,1,-3,0,0,-2.98778652097099,0,0,0,0,0,0,0,,0,0,0,,
00-0033293,Aaron Jones,RB,RB,2022,13,REG,2022_13_GB_CHI,GB,CHI,0,0,0,0,0,0,0,0,,,9,26,0,1,-2.27924354816787,5,5,24,0,-11,35,1,-0.148674385272898,0.166666666666667,-0.0339506172839506,0.226234567901235,,-2.18181818181818
00-0033307,Kendrick Bourne,WR,WR,2022,13,REG,2022_13_BUF_NE,NE,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,15,0,12,7,1,0.543649507919326,0.0588235294117647,0.0530973451327434,0.125403435710567,,1.25
00-0033308,Matt Breida,RB,RB,2022,13,REG,2022_13_WAS_NYG,NYG,WAS,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,4,0,-1,5,0,0.118277947301976,0.0357142857142857,-0.00540540540540541,0.0497876447876448,,-4
00-0033357,Taysom Hill,TE,TE,2022,13,REG,2022_13_NO_TB,NO,TB,1,1,21,0,0,12,9,1,1.51094458636362,37.4055683612824,3,10,0,0,-0.767954559298232,2,3,35,1,55,7,1,1.82641703934846,0.107142857142857,0.261904761904762,0.344047619047619,1.75,0.636363636363636
00-0033367,C.J. Board,WR,WR,2022,13,REG,2022_13_TEN_PHI,TEN,PHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,6,0,6,0,0,0.208609085937496,0.04,0.0365853658536585,0.085609756097561,,1
00-0033376,Patrick Ricard,RB,RB,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,0,0,0,0,0,-0.574193819891661,0.0277777777777778,0,0.0416666666666667,,
00-0033439,Pharaoh Brown,TE,TE,2022,13,REG,2022_13_CLE_HOU,CLE,HOU,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,11,0,-1,12,1,0.725880336249247,0.0476190476190476,-0.00735294117647059,0.066281512605042,,0
00-0033455,Anthony Firkser,TE,TE,2022,13,REG,2022_13_PIT_ATL,ATL,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,24,0,19,5,1,1.20189905109953,0.0833333333333333,0.0508021390374332,0.160561497326203,,1.26315789473684
00-0033466,Isaiah McKenzie,WR,WR,2022,13,REG,2022_13_BUF_NE,BUF,NE,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,5,44,0,21,23,4,4.51217458269093,0.151515151515152,0.0786516853932584,0.282328907048008,,2.0952380952381
00-0033526,Samaje Perine,RB,RB,2022,13,REG,2022_13_KC_CIN,CIN,KC,0,0,0,0,0,0,0,0,,,21,106,0,4,0.216757442511152,6,7,49,0,-11,61,3,3.77311719453428,0.225806451612903,-0.0476190476190476,0.305376344086022,,-4.45454545454545
00-0033537,Deshaun Watson,QB,QB,2022,13,REG,2022_13_CLE_HOU,CLE,HOU,12,22,131,0,1,136,64,6,-4.55952467692901,-13.5128446987697,7,21,0,0,-2.84627536102198,0,0,0,0,0,0,0,,0,0,0,0.963235294117647,
00-0033555,Mack Hollins,WR,WR,2022,13,REG,2022_13_LAC_LV,LV,LAC,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,9,35,0,58,9,2,-5.12657434728968,0.333333333333333,0.168115942028986,0.61768115942029,,0.603448275862069
00-0033572,Jamal Agnew,WR,WR,2022,13,REG,2022_13_JAX_DET,JAX,DET,0,0,0,0,0,0,0,0,,,1,3,0,1,2.09147097880486,0,1,0,0,4,0,0,0.294580033791251,0.0303030303030303,0.0144404332129964,0.0555628487036429,,0
00-0033576,Eric Saubert,TE,TE,2022,13,REG,2022_13_DEN_BAL,DEN,BAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0033591,Noah Brown,WR,WR,2022,13,REG,2022_13_IND_DAL,DAL,IND,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,15,0,12,3,1,-0.293073353895918,0.0666666666666667,0.0579710144927536,0.140579710144928,,1.25
00-0033681,Keelan Cole,WR,WR,2022,13,REG,2022_13_LAC_LV,LV,LAC,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0033699,Austin Ekeler,RB,RB,2022,13,REG,2022_13_LAC_LV,LAC,LV,0,0,0,0,0,0,0,0,,,10,35,0,1,-1.68854861444561,5,6,67,0,3,81,2,-3.37758497858886,0.133333333333333,0.008,0.2056,,22.3333333333333
00-0033757,Robert Tonyan,TE,TE,2022,13,REG,2022_13_GB_CHI,GB,CHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,10,0,18,6,0,-1.28609515533867,0.0666666666666667,0.0555555555555556,0.138888888888889,,0.555555555555556
00-0033854,Dare Ogunbowale,RB,RB,2022,13,REG,2022_13_CLE_HOU,HOU,CLE,0,0,0,0,0,0,0,0,,,2,8,0,1,0.98949266463751,2,3,13,0,-9,13,0,-8.90437632484827,0.0810810810810811,-0.0257142857142857,0.103621621621622,,-1.44444444444444
00-0033856,Leonard Fournette,RB,RB,2022,13,REG,2022_13_NO_TB,TB,NO,0,0,0,0,0,0,0,0,,,10,49,0,4,1.31442890263861,6,7,32,0,-7,32,3,-0.294268510585975,0.132075471698113,-0.0228013029315961,0.182152295495053,,-4.57142857142857
00-0033857,JuJu Smith-Schuster,WR,WR,2022,13,REG,2022_13_KC_CIN,KC,CIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,4,35,0,26,29,3,5.44494164321804,0.173913043478261,0.101960784313725,0.332242114236999,,1.34615384615385
00-0033858,Jonnu Smith,TE,TE,2022,13,REG,2022_13_BUF_NE,NE,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,6,0,0,6,0,-0.73015618219506,0.0588235294117647,0,0.0882352941176471,,0
00-0033871,Corey Davis,WR,WR,2022,13,REG,2022_13_NYJ_MIN,NYJ,MIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,10,85,0,103,34,5,1.4276511308215,0.181818181818182,0.22198275862069,0.428115203761756,,0.825242718446602
00-0033873,Patrick Mahomes,QB,QB,2022,13,REG,2022_13_KC_CIN,KC,CIN,16,27,223,1,0,255,124,11,7.47184196880893,5.6020882466565,2,9,1,1,4.18140596692683,0,0,0,0,0,0,0,,0,0,0,0.874509803921569,
00-0033881,Evan Engram,TE,TE,2022,13,REG,2022_13_JAX_DET,JAX,DET,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,7,30,1,31,14,2,1.16290105483495,0.212121212121212,0.111913357400722,0.396521168362324,,0.967741935483871
00-0033891,Zay Jones,WR,WR,2022,13,REG,2022_13_JAX_DET,JAX,DET,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,7,16,0,49,8,0,-4.20386206127493,0.212121212121212,0.176895306859206,0.442008532983262,,0.326530612244898
00-0033893,Dalvin Cook,RB,RB,2022,13,REG,2022_13_NYJ_MIN,MIN,NYJ,0,0,0,0,0,0,0,0,,,20,86,1,4,-0.310690749785863,2,3,-3,0,-3,2,0,-3.48211433226243,0.0909090909090909,-0.00911854103343465,0.129980657640232,,1
00-0033895,Gerald Everett,TE,TE,2022,13,REG,2022_13_LAC_LV,LAC,LV,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,6,80,0,37,63,4,4.81841276487103,0.133333333333333,0.0986666666666667,0.269066666666667,,2.16216216216216
00-0033906,Alvin Kamara,RB,RB,2022,13,REG,2022_13_NO_TB,NO,TB,0,0,0,0,0,0,0,0,,,12,26,0,0,-4.45288286922732,2,3,11,0,-6,9,0,-0.915024301434103,0.107142857142857,-0.0285714285714286,0.140714285714286,,-1.83333333333333
00-0033921,Chris Godwin Jr.,WR,WR,2022,13,REG,2022_13_NO_TB,TB,NO,0,0,0,0,0,0,0,0,,,0,0,0,0,,8,13,63,0,62,35,5,-2.58172061096411,0.245283018867925,0.201954397394137,0.509292606477783,,1.01612903225806
00-0033923,Kareem Hunt,RB,RB,2022,13,REG,2022_13_CLE_HOU,CLE,HOU,0,0,0,0,0,0,0,0,,,9,56,0,3,1.14201396558201,2,3,18,0,18,2,1,2.44164797925623,0.142857142857143,0.132352941176471,0.306932773109244,,1
00-0033936,C.J. Beathard,QB,QB,2022,13,REG,2022_13_JAX_DET,JAX,DET,2,3,6,0,0,10,0,0,-4.18464638688602,-9.38061873118083,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0.6,
00-0033943,Josh Reynolds,WR,WR,2022,13,REG,2022_13_JAX_DET,DET,JAX,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,4,19,0,18,5,2,1.20661635114811,0.102564102564103,0.0731707317073171,0.205065666041276,,1.05555555555556
00-0033948,Jamaal Williams,RB,RB,2022,13,REG,2022_13_JAX_DET,DET,JAX,0,0,0,0,0,0,0,0,,,11,35,1,5,0.350377483468037,0,0,0,0,0,0,0,,0,0,0,,
00-0033951,Marlon Mack,RB,RB,2022,13,REG,2022_13_DEN_BAL,DEN,BAL,0,0,0,0,0,0,0,0,,,2,3,0,0,-0.945262598339468,1,1,6,0,4,2,0,0.398236188106239,0.0476190476190476,0.0179372197309417,0.0839846252402306,,1.5
00-0034011,Dan Arnold,TE,TE,2022,13,REG,2022_13_JAX_DET,JAX,DET,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0034054,River Cracraft,WR,WR,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,29,0,38,4,2,0.589328609989025,0.0882352941176471,0.0966921119592875,0.200037419547972,,0.763157894736842
00-0034104,Cam Sims,WR,WR,2022,13,REG,2022_13_WAS_NYG,WAS,NYG,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,-2,0,9,0,0,-1.30368021159666,0.05,0.0282131661442006,0.0947492163009404,,-0.222222222222222
00-0034115,Jeff Wilson,RB,RB,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,1,3,0,0,-0.376500730868429,0,2,0,0,27,0,0,-5.35627480689436,0.0588235294117647,0.0687022900763359,0.136326897171082,,0
00-0034159,Will Dissly,TE,TE,2022,13,REG,2022_13_SEA_LA,SEA,LA,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,22,0,7,15,1,1.17557418631623,0.0540540540540541,0.0265151515151515,0.0996416871416871,,3.14285714285714
00-0034171,Jason Cabinda,FB,RB,2022,13,REG,2022_13_JAX_DET,DET,JAX,0,0,0,0,0,0,0,0,,,1,4,0,1,-0.12419170117937,0,0,0,0,0,0,0,,0,0,0,,
00-0034184,Gus Edwards,RB,RB,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,0,0,0,0,0,0,0,0,,,6,12,0,1,-2.74463283689693,0,0,0,0,0,0,0,,0,0,0,,
00-0034193,Kevin Rader,TE,TE,2022,13,REG,2022_13_TEN_PHI,TEN,PHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0034208,Mike Boone,RB,RB,2022,13,REG,2022_13_DEN_BAL,DEN,BAL,0,0,0,0,0,0,0,0,,,6,18,0,2,-1.94724064333038,1,1,8,0,5,3,0,-0.0072023576198843,0.0476190476190476,0.0224215246636771,0.0871236386931454,,1.6
00-0034253,Dontrell Hilliard,RB,RB,2022,13,REG,2022_13_TEN_PHI,TEN,PHI,0,0,0,0,0,0,0,0,,,1,2,0,0,-0.891653225990012,2,2,14,0,11,3,0,-2.43448106438154,0.08,0.0670731707317073,0.166951219512195,,1.27272727272727
00-0034270,Tyler Conklin,TE,TE,2022,13,REG,2022_13_NYJ_MIN,NYJ,MIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,7,9,0,44,7,0,-7.08276920861609,0.127272727272727,0.0948275862068965,0.257288401253919,,0.204545454545455
00-0034272,Marquez Valdes-Scantling,WR,WR,2022,13,REG,2022_13_KC_CIN,KC,CIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,6,71,0,166,4,2,4.11695555542246,0.260869565217391,0.650980392156863,0.846990622335891,,0.427710843373494
00-0034279,Equanimeous St. Brown,WR,WR,2022,13,REG,2022_13_GB_CHI,CHI,GB,0,0,0,0,0,0,0,0,,,1,1,0,0,-0.375509534729645,3,4,85,0,87,13,2,0.790474468783941,0.16,0.334615384615385,0.474230769230769,,0.977011494252874
00-0034286,Richie James,WR,WR,2022,13,REG,2022_13_WAS_NYG,NYG,WAS,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,3,20,0,14,6,1,-1.2728954874091,0.107142857142857,0.0756756756756757,0.213687258687259,,1.42857142857143
00-0034348,Courtland Sutton,WR,WR,2022,13,REG,2022_13_DEN_BAL,DEN,BAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,11,0,0,-0.593617633450776,0.0476190476190476,0.0493273542600897,0.105957719410634,,0
00-0034364,Jordan Akins,TE,TE,2022,13,REG,2022_13_CLE_HOU,HOU,CLE,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,6,21,0,12,18,1,-5.07962986351037,0.162162162162162,0.0342857142857143,0.267243243243243,,1.75
00-0034367,Nyheim Hines,RB,RB,2022,13,REG,2022_13_BUF_NE,BUF,NE,0,0,0,0,0,0,0,0,,,2,-3,0,0,-1.56293463788461,1,2,21,0,13,14,1,2.88328153378097,0.0606060606060606,0.048689138576779,0.124991487912836,,1.61538461538462
00-0034383,Dalton Schultz,TE,TE,2022,13,REG,2022_13_IND_DAL,DAL,IND,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,6,33,0,70,15,2,-0.881286542571615,0.2,0.338164251207729,0.536714975845411,,0.471428571428571
00-0034386,Justin Watson,WR,WR,2022,13,REG,2022_13_KC_CIN,KC,CIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,15,0,14,1,1,0.982182235922664,0.0434782608695652,0.0549019607843137,0.103648763853367,,1.07142857142857
00-0034401,Mike White,QB,QB,2022,13,REG,2022_13_NYJ_MIN,NYJ,MIN,31,57,369,0,2,455,217,15,-8.05599870182512,-9.75062505765395,3,7,1,2,3.24139850580832,0,0,0,0,0,0,0,,0,0,0,0.810989010989011,
00-0034407,Ray-Ray McCloud,WR,WR,2022,13,REG,2022_13_MIA_SF,SF,MIA,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0034411,Russell Gage,WR,WR,2022,13,REG,2022_13_NO_TB,TB,NO,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,11,0,10,1,1,0.678292784024961,0.0188679245283019,0.0325732899022801,0.0511031897240489,,1.1
00-0034414,Boston Scott,RB,RB,2022,13,REG,2022_13_TEN_PHI,PHI,TEN,0,0,0,0,0,0,0,0,,,6,16,0,0,-1.45743806485552,1,1,5,0,5,0,0,-0.037897709524259,0.0263157894736842,0.0126903553299492,0.0483569329414908,,1
00-0034418,Cedrick Wilson Jr.,WR,WR,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,
00-0034419,Braxton Berrios,WR,WR,2022,13,REG,2022_13_NYJ_MIN,NYJ,MIN,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,9,0,-4,14,1,-4.3968542063958,0.0545454545454545,-0.00862068965517241,0.0757836990595611,,0
00-0034440,Justin Jackson,RB,RB,2022,13,REG,2022_13_JAX_DET,DET,JAX,0,0,0,0,0,0,0,0,,,1,4,0,0,-0.0800082341302186,3,5,19,0,-4,22,1,0.0399888955289498,0.128205128205128,-0.016260162601626,0.180925578486554,,-4.75
00-0034487,Trent Sherfield,WR,WR,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,3,75,1,45,65,1,3.39339495403692,0.0882352941176471,0.114503816793893,0.212505612932196,,1.66666666666667
00-0034521,Allen Lazard,WR,WR,2022,13,REG,2022_13_GB_CHI,GB,CHI,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,6,67,0,75,20,5,5.16580754745519,0.2,0.231481481481482,0.462037037037037,,0.893333333333333
00-0034577,Kyle Allen,QB,QB,2022,13,REG,2022_13_CLE_HOU,HOU,CLE,20,39,201,1,2,350,114,10,-19.1787532677631,-13.4808291454573,2,1,0,0,-8.16327905975049,0,0,0,0,0,0,0,,0,0,0,0.574285714285714,
00-0034646,Brandon Powell,WR,WR,2022,13,REG,2022_13_SEA_LA,LA,SEA,0,0,0,0,0,0,0,0,,,3,45,0,3,4.23943029093789,4,4,39,0,-13,52,2,2.23214414186077,0.16,-0.0505836575875486,0.204591439688716,,0
00-0034753,Mark Andrews,TE,TE,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,0,0,0,0,0,0,0,0,,,1,1,0,1,1.49207210401073,4,7,53,0,73,14,2,-3.53658013831591,0.194444444444444,0.316017316017316,0.512878787878788,,0.726027397260274
00-0034764,Michael Gallup,WR,WR,2022,13,REG,2022_13_IND_DAL,DAL,IND,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,7,23,2,70,16,2,-1.69915474241134,0.233333333333333,0.338164251207729,0.586714975845411,,0.328571428571429
00-0034775,Christian Kirk,WR,WR,2022,13,REG,2022_13_JAX_DET,JAX,DET,0,0,0,0,0,0,0,0,,,0,0,0,0,,6,8,104,0,89,40,5,7.53007253921978,0.242424242424242,0.32129963898917,0.588546110928782,,1.1685393258427
00-0034777,DJ Chark,WR,WR,2022,13,REG,2022_13_JAX_DET,DET,JAX,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,6,98,0,108,9,3,6.50327759666834,0.153846153846154,0.439024390243902,0.538086303939963,,0.907407407407407
00-0034791,Nick Chubb,RB,RB,2022,13,REG,2022_13_CLE_HOU,CLE,HOU,0,0,0,0,0,0,0,0,,,17,80,0,3,-2.11810878204415,0,1,0,0,3,0,0,-0.514637940563262,0.0476190476190476,0.0220588235294118,0.0868697478991597,,0
00-0034796,Lamar Jackson,QB,QB,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,3,4,11,0,0,16,7,0,-5.94939081929624,-2.78757661581039,1,9,0,0,0.751854273024947,0,0,0,0,0,0,0,,0,0,0,0.6875,
00-0034798,Durham Smythe,TE,TE,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,2,21,0,18,3,1,1.75067174946889,0.0588235294117647,0.0458015267175573,0.120296362819937,,1.16666666666667
00-0034829,Mike Gesicki,TE,TE,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,3,0,0,-3.11197692388669,0.0294117647058824,0.00763358778625954,0.0494611585092052,,0
00-0034830,Hayden Hurst,TE,TE,2022,13,REG,2022_13_KC_CIN,CIN,KC,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,3,12,0,43,0,0,-0.231168514117599,0.0967741935483871,0.186147186147186,0.275464320625611,,0.27906976744186
00-0034844,Saquon Barkley,RB,RB,2022,13,REG,2022_13_WAS_NYG,NYG,WAS,0,0,0,0,0,0,0,0,,,18,63,1,4,-2.70108800276648,5,5,18,0,-21,39,1,-0.620097838458605,0.178571428571429,-0.113513513513514,0.188397683397683,,-0.857142857142857
00-0034854,KhaDarel Hodge,WR,WR,2022,13,REG,2022_13_PIT_ATL,ATL,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,2,0,0,65,0,0,-1.91596325719729,0.0833333333333333,0.17379679144385,0.246657754010695,,0
00-0034857,Josh Allen,QB,QB,2022,13,REG,2022_13_BUF_NE,BUF,NE,22,33,223,2,0,267,105,15,11.7515938038155,3.50625533046144,8,20,0,1,-1.22650309582241,0,0,0,0,0,0,0,,0,0,0,0.835205992509363,
00-0034860,Dante Pettis,WR,WR,2022,13,REG,2022_13_GB_CHI,CHI,GB,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,14,0,36,1,0,-3.29975745598259,0.08,0.138461538461538,0.216923076923077,,0.388888888888889
00-0034899,John Wolford,QB,QB,2022,13,REG,2022_13_SEA_LA,LA,SEA,14,26,178,0,2,257,88,7,-7.97085390349619,-8.30925750732422,5,29,0,1,1.17259936168557,0,0,0,0,0,0,0,,0,0,0,0.692607003891051,
00-0034928,Steven Sims,WR,WR,2022,13,REG,2022_13_PIT_ATL,PIT,ATL,0,0,0,0,0,0,0,0,,,3,19,0,1,1.15753323287936,0,2,0,0,28,0,0,-1.73281430349501,0.0740740740740741,0.111553784860558,0.189198760513502,,0
00-0034960,Jakobi Meyers,WR,WR,2022,13,REG,2022_13_BUF_NE,NE,BUF,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,5,22,0,37,8,0,-2.28636443929281,0.147058823529412,0.163716814159292,0.335190005205622,,0.594594594594595
00-0034972,Alexander Mattison,RB,RB,2022,13,REG,2022_13_NYJ_MIN,MIN,NYJ,0,0,0,0,0,0,0,0,,,3,14,1,1,0.449904007429723,2,2,4,0,-11,15,0,-1.00476596620865,0.0606060606060606,-0.0334346504559271,0.067504835589942,,-0.363636363636364
00-0034975,Justice Hill,RB,RB,2022,13,REG,2022_13_DEN_BAL,BAL,DEN,0,0,0,0,0,0,0,0,,,1,2,0,0,-1.10441010328941,2,2,4,0,-10,14,0,-0.650289640529081,0.0555555555555556,-0.0432900432900433,0.053030303030303,,-0.4
00-0034981,Foster Moreau,TE,TE,2022,13,REG,2022_13_LAC_LV,LV,LAC,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,3,32,0,57,8,1,1.38272995228181,0.111111111111111,0.165217391304348,0.28231884057971,,0.56140350877193
00-0035021,Ashton Dulin,WR,WR,2022,13,REG,2022_13_IND_DAL,IND,DAL,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,2,14,1,16,0,1,-2.67665285727708,0.0571428571428571,0.073394495412844,0.137090432503277,,0.875
00-0035125,Alec Ingold,FB,RB,2022,13,REG,2022_13_MIA_SF,MIA,SF,0,0,0,0,0,0,0,0,,,0,0,0,0,,3,4,15,0,6,15,0,-0.0775918808067218,0.117647058823529,0.0152671755725191,0.187157611136057,,2.5
00-0035208,Olamide Zaccheaus,WR,WR,2022,13,REG,2022_13_PIT_ATL,ATL,PIT,0,0,0,0,0,0,0,0,,,0,0,0,0,,2,5,13,0,99,5,1,-2.25557465304155,0.208333333333333,0.264705882352941,0.497794117647059,,0.131313131313131
00-0035216,Diontae Johnson,WR,WR,2022,13,REG,2022_13_PIT_ATL,PIT,ATL,0,0,0,0,0,0,0,0,,,0,0,0,0,,5,11,60,0,120,25,4,0.208259232779957,0.407407407407407,0.478087649402391,0.945772465692784,,0.5
00-0035217,Benny Snell,RB,RB,2022,13,REG,2022_13_PIT_ATL,PIT,ATL,0,0,0,0,0,0,0,0,,,6,24,0,2,0.960630098823458,1,1,11,0,3,8,1,2.40436047449475,0.037037037037037,0.0119521912350598,0.0639220894200974,,3.66666666666667
00-0035222,Zach Gentry,TE,TE,2022,13,REG,2022_13_PIT_ATL,PIT,ATL,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,8,0,5,3,0,0.507060645613819,0.037037037037037,0.0199203187250996,0.0694997786631253,,1.6
00-0035229,T.J. Hockenson,TE,TE,2022,13,REG,2022_13_NYJ_MIN,MIN,NYJ,0,0,0,0,0,0,0,0,,,0,0,0,0,,4,6,33,0,52,10,3,0.821290592004548,0.181818181818182,0.158054711246201,0.383365570599613,,0.634615384615385
00-0035243,Miles Sanders,RB,RB,2022,13,REG,2022_13_TEN_PHI,PHI,TEN,0,0,0,0,0,0,0,0,,,10,24,1,3,-0.625191112980247,2,2,14,0,-1,15,0,0.714779202011414,0.0526315789473684,-0.00253807106598985,0.0771707186748597,,-14
00-0035250,Devin Singletary,RB,RB,2022,13,REG,2022_13_BUF_NE,BUF,NE,0,0,0,0,0,0,0,0,,,13,51,1,3,1.66395190259209,0,2,0,0,-6,0,0,-1.10486717103049,0.0606060606060606,-0.0224719101123596,0.0751787538304392,,0
00-0035261,Tony Pollard,RB,RB,2022,13,REG,2022_13_IND_DAL,DAL,IND,0,0,0,0,0,0,0,0,,,12,91,2,4,3.96814825595357,2,3,15,0,6,17,1,-0.0737276290310547,0.1,0.0289855072463768,0.170289855072464,,2.5
